,url,name,address,field1,field2,field3,field4,field5
411,https://datacenters.com/evocative-atlanta-atl1,Evocative: Atlanta Data Center (ATL1),"250 Williams Street Northwest, Atlanta, GA, USA",36000 sqft total space,17000 sqft colocation space,15 MW total power,0 colocation products,10.6 miles to nearest airport
412,https://datacenters.com/tierpoint-raleigh-rtp,TierPoint: Raleigh - RTP Data Center,"99 TW Alexander Drive, Durham, NC 27709, USA",70000 sqft total space,34000 sqft colocation space,0 colocation products,4.98 miles to nearest airport,
413,https://datacenters.com/centersquare-den2-denver-englewood-campus,Centersquare: DEN2 (Denver) Englewood Data Center Campus,"8534 Concord Center Drive, Englewood, CO, USA",98218 sqft total space,98218 sqft colocation space,7.2 MW total power,0 colocation products,22.37 miles to nearest airport
414,https://datacenters.com/digital-realty-new-york-ewr12,Digital Realty: New York EWR12 Data Center,"365 South Randolphville Road, Piscataway, NJ, USA",730000 sqft total space,326000 sqft colocation space,34 MW total power,0 colocation products,17.4 miles to nearest airport
415,https://datacenters.com/otava-mid-michigan,Otava: Mid Michigan Data Center,"5225 Exchange Drive, Flint, MI, USA",32500 sqft total space,22500 sqft colocation space,0 colocation products,1.25 miles to nearest airport,
416,https://datacenters.com/databank-den1-englewood,DataBank: DEN1 Englewood Data Center,"393 Inverness Parkway, Englewood, CO, USA",53200 sqft total space,19390 sqft colocation space,2 MW total power,0 colocation products,23.0 miles to nearest airport
417,https://datacenters.com/amazon-aws-lewis-and-clark-east-campus,Amazon AWS: Lewis and Clark East Campus,"75300 Lewis and Clark Dr, Boardman, OR 97818, USA",0 colocation products,169.64 miles to nearest airport,,,
418,https://datacenters.com/flexential-tampa-west,Flexential: Tampa - West Data Center,"9417 Corporate Lake Dr, Tampa, FL 33634, USA",31600 sqft total space,8000 sqft colocation space,1.81 MW total power,0 colocation products,3.73 miles to nearest airport
419,https://datacenters.com/expedient-pittsburgh-north-shore,Expedient: Pittsburgh North Shore Data Center,"100 South Commons suite 001, Pittsburgh, PA 15212, USA",50700 sqft total space,26000 sqft colocation space,4.2 MW total power,0 colocation products,11.81 miles to nearest airport
420,https://datacenters.com/skybox-austin,Skybox Datacenters: Austin Data Center,"600 New Meister Ln, Pflugerville, Texas 78660, USA",141000 sqft total space,53245 sqft colocation space,30 MW total power,0 colocation products,19.89 miles to nearest airport
421,https://datacenters.com/nfinit-san-diego,NFINIT: San Diego Data Center,"9725 Scranton Rd, San Diego, CA, USA",100000 sqft total space,56432 sqft colocation space,2.9 MW total power,0 colocation products,11.19 miles to nearest airport
422,https://datacenters.com/centersquare-sea1-tukwila-campus,Centersquare: SEA1 Tukwila Data Center Campus,"12301 Tukwila International Boulevard, Tukwila, WA, USA",112942 sqft total space,112942 sqft colocation space,7.5 MW total power,0 colocation products,2.49 miles to nearest airport
423,https://datacenters.com/flexential-denver-aurora,Flexential: Denver - Aurora Data Center,"11900 East Cornell Avenue, Aurora, CO, USA",171000 sqft total space,171000 sqft colocation space,6.75 MW total power,0 colocation products,16.16 miles to nearest airport
424,https://datacenters.com/digital-realty-new-york-jfk12,Digital Realty: New York JFK12 Data Center,"60 Hudson Street, New York, NY, USA",164000 sqft total space,0 colocation products,8.7 miles to nearest airport,,
425,https://datacenters.com/databank-dfw4-dallas-empire-central,DataBank: DFW4 - Dallas Empire Central Data Center,"1100 Empire Central Place, Dallas, TX, USA",65000 sqft total space,35900 sqft colocation space,4 MW total power,0 colocation products,10.57 miles to nearest airport
426,https://datacenters.com/sba-edge-jacksonville,SBA Edge: Jacksonville Data Center,"421 West Church Street, Jacksonville, FL, USA",280000 sqft total space,9 MW total power,0 colocation products,11.19 miles to nearest airport,
427,https://datacenters.com/digital-realty-atlanta-atl14,Digital Realty: Atlanta ATL14 Data Center,"250 Williams Street Northwest, Atlanta, GA, USA",18000 sqft total space,18000 sqft colocation space,1.6 MW total power,0 colocation products,8.1 miles to nearest airport
428,https://datacenters.com/tierpoint-omaha-midlands,TierPoint: Omaha - Midlands Data Center,"11425 South 84th Street, Papillion, NE 68046, USA",63000 sqft total space,15000 sqft colocation space,0 colocation products,13.05 miles to nearest airport,
429,https://datacenters.com/amazon-aws-45259-sterling,Amazon AWS: 45259 Sterling,"45259 West Severn Way, Sterling, VA, USA",146000 sqft total space,0 colocation products,4.98 miles to nearest airport,,
430,https://datacenters.com/centersquare-iad1-sterling-campus,Centersquare: IAD1 Sterling Data Center Campus,"45901 Nokes Boulevard, Sterling, VA, USA",556457 sqft total space,556457 sqft colocation space,47 MW total power,0 colocation products,4.98 miles to nearest airport
431,https://datacenters.com/expedient-cleveland-152-neo,Expedient: Cleveland - 152 NEO Data Center,"15248 Neo Parkway, Cleveland, OH, USA",24850 sqft total space,12500 sqft colocation space,2 MW total power,0 colocation products,14.3 miles to nearest airport
432,https://datacenters.com/flexential-dallas-downtown,Flexential: Dallas - Downtown Data Center,"1950 North Stemmons Freeway suite 2033, Dallas, TX 75207, USA",80447 sqft total space,61996 sqft colocation space,6.66 MW total power,0 colocation products,14.3 miles to nearest airport
433,https://datacenters.com/quadranet-miami,QuadraNet: Miami Data Center,"36 Northeast 2nd Street, Miami, FL, USA",162140 sqft total space,2 MW total power,0 colocation products,5.6 miles to nearest airport,
434,https://datacenters.com/element-critical-northern-virginia-one,Element Critical: Northern Virginia One Data Center,"7990 Quantum Drive, Vienna, VA, USA",200000 sqft total space,70000 sqft colocation space,10 MW total power,0 colocation products,10.57 miles to nearest airport
435,https://datacenters.com/ntt-global-va3-ashburn,NTT Global Data Centers: VA3 Ashburn Data Center,"44664 Guilford Drive, Ashburn, VA, USA",245000 sqft total space,6 MW total power,0 colocation products,4.98 miles to nearest airport,
436,https://datacenters.com/databank-dfw1-downtown-dallas,DataBank: DFW1 - Downtown Dallas Data Center,"400 South Akard Street, Dallas, TX, USA",270000 sqft total space,107040 sqft colocation space,7 MW total power,0 colocation products,15.54 miles to nearest airport
437,https://datacenters.com/china-telecom-telehouse-chelsea,China Telecom: Telehouse Chelsea Data Center,"85 10th Avenue, New York, NY 10011, USA",0 colocation products,6.84 miles to nearest airport,,,
438,https://datacenters.com/flexential-portland-hillsboro-2,Flexential: Portland - Hillsboro 2 Data Center,"5737 NE Huffman St, Hillsboro, OR 97124, USA",242683 sqft total space,50157 sqft colocation space,18 MW total power,0 colocation products,15.54 miles to nearest airport
439,https://datacenters.com/lightedge-raleigh,LightEdge: Raleigh Data Center,"8020 Arco Corporate Dr, Raleigh, NC 27617, USA",11978 sqft total space,4836 sqft colocation space,.24 MW total power,0 colocation products,1.87 miles to nearest airport
440,https://datacenters.com/us-signal-8675-concord-center-dr,US Signal: 8675 Concord Center Dr Data Center,"8675 Concord Center Dr, Englewood, CO 80112, USA",35000 sqft total space,0 colocation products,22.37 miles to nearest airport,,
441,https://datacenters.com/amazon-aws-iad100-manassas,Amazon AWS: IAD100 Manassas,"10321 Tanner Way, Manassas, VA 20110, USA",212017 sqft total space,0 colocation products,14.3 miles to nearest airport,,
442,https://datacenters.com/evocative-los-angeles-lax2,Evocative: Los Angeles Data Center (LAX2),"600 West 7th Street, Los Angeles, CA, USA",490000 sqft total space,30000 sqft colocation space,30 MW total power,0 colocation products,11.19 miles to nearest airport
443,https://datacenters.com/databank-atl4-lithia-springs,DataBank: ATL4 - Lithia Springs Data Center,"200 Selig Dr SW, Atlanta, GA 30336, USA",156780 sqft colocation space,40 MW total power,0 colocation products,9.95 miles to nearest airport,
444,https://datacenters.com/cyrusone-chi1-chicago-aurora,CyrusOne: CHI1 Chicago Aurora Data Center,"2905 Diehl Road, Aurora, IL, USA",70000 sqft total space,34000 sqft colocation space,48.78 MW total power,0 colocation products,21.13 miles to nearest airport
445,https://datacenters.com/cologix-dal3-dallas,Cologix: DAL3 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",13000 sqft total space,0 colocation products,14.3 miles to nearest airport,,
446,https://datacenters.com/netrality-1301-fannin-houston,Netrality Data Centers: 1301 Fannin Houston Data Center,"1301 Fannin Street, Houston, TX, USA",784143 sqft total space,231700 sqft colocation space,26 MW total power,0 colocation products,16.16 miles to nearest airport
447,https://datacenters.com/amazon-aws-25020-willard-road,Amazon AWS: 25020 Willard Road,"25020 Willard Rd, Chantilly, VA 20152, USA",1750000 sqft total space,0 colocation products,1.87 miles to nearest airport,,
448,https://datacenters.com/lumen-weehawken-1,Lumen: Weehawken 1 Data Center,"300 Boulevard East, Weehawken, NJ, USA",38017 sqft total space,7442 sqft colocation space,0 colocation products,9.3 miles to nearest airport,
449,https://datacenters.com/lumen-omaha,Lumen: Omaha Data Center,"6805 Pine Street, Omaha, NE, USA",10000 sqft total space,10000 sqft colocation space,0 colocation products,6.8 miles to nearest airport,
450,https://datacenters.com/databank-atl1-midtown-atlanta,DataBank: ATL1 - Midtown Atlanta Data Center,"760 W Peachtree St NW, Atlanta, GA, USA",94000 sqft total space,38260 sqft colocation space,5.4 MW total power,0 colocation products,9.33 miles to nearest airport
451,https://datacenters.com/us-signal-1655-w-sunrise-blvd,US Signal: 1655 W Sunrise Blvd Data Center,"1655 West Sunrise Boulevard, Gilbert, AZ 85233, USA",14000 sqft total space,0 colocation products,11.19 miles to nearest airport,,
452,https://datacenters.com/coresite-la3-los-angeles,CoreSite: LA3 Los Angeles Data Center,"200 Bauchet Street, Los Angeles, CA, USA",150000 sqft total space,0 colocation products,12.43 miles to nearest airport,,
453,https://datacenters.com/lunavi-at1-atlanta,Lunavi: AT1 Atlanta Data Center,"180 Peachtree Street Northeast, Atlanta, GA, USA",2500 sqft colocation space,5 MW total power,0 colocation products,8.08 miles to nearest airport,
454,https://datacenters.com/amazon-aws-25420-sutton-bay,Amazon AWS: 25420 Sutton Bay,"25420 Sutton Bay Plz, South Riding, VA 20152, USA",145000 sqft total space,0 colocation products,1.87 miles to nearest airport,,
455,https://datacenters.com/amazon-aws-iad58-sterling,Amazon AWS: IAD58 Sterling,"22745 Relocation Drive, Sterling, VA, USA",128000 sqft total space,0 colocation products,2.49 miles to nearest airport,,
456,https://datacenters.com/digital-realty-portland-pdx12,Digital Realty: Portland PDX12 Data Center,"5870 Northeast Schaaf Street, Hillsboro, OR 97124, USA",560000 sqft total space,32 MW total power,0 colocation products,15.54 miles to nearest airport,
457,https://datacenters.com/ovhcloud-hil1,OVHCloud: HIL1 Data Center,"1300 NE 25th Ave, Hillsboro, Oregon 97124, USA",0 colocation products,17.4 miles to nearest airport,,,
458,https://datacenters.com/cologix-dal2-dallas,Cologix: DAL2 Dallas Data Center,"1950 North Stemmons Freeway, Dallas, TX, USA",12000 sqft total space,12000 sqft colocation space,0 colocation products,7.46 miles to nearest airport,
459,https://datacenters.com/tpx-communications-sacramento,TPx Communications: Sacramento Data Center,"1099 15th Street, Sacramento, CA, USA",0 colocation products,4.35 miles to nearest airport,,,
460,https://datacenters.com/iron-mountain-va-6-northern-virginia,Iron Mountain Data Centers: VA-6 - Northern Virginia Data Center,"11891 Sudley Manor Drive, Manassas, VA, USA",230000 sqft total space,32 MW total power,0 colocation products,12.43 miles to nearest airport,
461,https://datacenters.com/qts-sacramento,QTS Data Centers: Sacramento Data Center,"1100 North Market Boulevard, Sacramento, CA, USA",92000 sqft total space,46000 sqft colocation space,4 MW total power,0 colocation products,6.22 miles to nearest airport
462,https://datacenters.com/lumen-bakersfield-2,Lumen: Bakersfield 2 Data Center,"1430 Truxtun Ave, Bakersfield, CA, USA",4917 sqft total space,0 colocation products,104.4 miles to nearest airport,,
463,https://datacenters.com/nfinit-lightwave,NFINIT: Lightwave Data Center,"9305 Lightwave Avenue, San Diego, CA, USA",80100 sqft total space,58335 sqft colocation space,1.7 MW total power,0 colocation products,7.46 miles to nearest airport
464,https://datacenters.com/flexential-salt-lake-city-downtown,Flexential: Salt Lake City - Downtown Data Center,"572 Delong St suite 100, Salt Lake City, UT 84104, USA",44550 sqft total space,33386 sqft colocation space,2.65 MW total power,0 colocation products,2.49 miles to nearest airport
465,https://datacenters.com/cologix-jax1-jacksonville,Cologix: JAX1 Jacksonville Data Center,"421 West Church Street, Jacksonville, FL, USA",10200 sqft total space,10200 sqft colocation space,0 colocation products,11.19 miles to nearest airport,
466,https://datacenters.com/directlink-technologies-reading-pa,Direct LTx: Reading PA Data Center,"2561 Bernville Road, Reading, PA, USA",300000 sqft total space,110000 sqft colocation space,6 MW total power,0 colocation products,52.2 miles to nearest airport
467,https://datacenters.com/lumen-birmingham-1-364f5389-ea50-4369-8fac-31408f894ca9,Lumen: Birmingham 1 Data Center,"401 6th Street North, Birmingham, AL, USA",10000 sqft total space,4512 sqft colocation space,0 colocation products,5.6 miles to nearest airport,
468,https://datacenters.com/aligned-energy-dallas,Aligned Data Centers: Dallas Data Center,"2800 Summit Ave, Plano, TX, USA",375000 sqft total space,52700 sqft colocation space,60 MW total power,0 colocation products,21.75 miles to nearest airport
469,https://datacenters.com/equinix-ph1-philadelphia,Equinix: PH1 Philadelphia Data Center,"401 North Broad Street, Philadelphia, PA, USA",47692 sqft total space,26779 sqft colocation space,0.3 MW total power,0 colocation products,6.84 miles to nearest airport
470,https://datacenters.com/oracle-us-dod-north-us-gov-chicago-1,Oracle: US DoD North us-gov-chicago-1,"Chicago, IL, USA",0 colocation products,15.54 miles to nearest airport,,,
471,https://datacenters.com/lumen-mclean-1,Lumen: McLean 1 Data Center,"1755 Old Meadow Road, McLean, VA 22102, USA",62904 sqft total space,15535 sqft colocation space,0 colocation products,9.95 miles to nearest airport,
472,https://datacenters.com/lumen-cincinnati-1,Lumen: Cincinnati 1 Data Center,"400 Pike Street, Cincinnati, OH, USA",36697 sqft total space,7059 sqft colocation space,0 colocation products,9.3 miles to nearest airport,
473,https://datacenters.com/evocative-boston-bos1,Evocative: Boston Data Center (BOS1),"50 Inner Belt Road, Somerville, MA, USA",46000 sqft total space,21600 sqft colocation space,6 MW total power,0 colocation products,3.11 miles to nearest airport
474,https://datacenters.com/tpx-communications-las-vegas,TPx Communications: Las Vegas Data Center,"1181 Grier Dr, Las Vegas, NV 89119, USA",32326 sqft total space,0 colocation products,1.25 miles to nearest airport,,
475,https://datacenters.com/charlotte-colocation-center-charlotte,Charlotte Colocation Center: Charlotte Data Center,"5821 Fairview Rd, Charlotte, NC, USA",50000 sqft total space,1680 sqft colocation space,1.2MW MW total power,0 colocation products,7.46 miles to nearest airport
476,https://datacenters.com/turnkey-internet-albany,TurnKey Internet: Albany Data Center,"175 Old Loudon Rd, Latham, NY, USA",0 colocation products,1.87 miles to nearest airport,,,
477,https://datacenters.com/sabey-sdc-ashburn,Sabey Data Centers: SDC Ashburn Data Center,"21741 Red Rum Dr, Ashburn, VA 20147, USA",36 MW total power,0 colocation products,4.98 miles to nearest airport,,
478,https://datacenters.com/flexential-jacksonville,Flexential: Jacksonville Data Center,"4905 Belfort Road suite 145, Jacksonville, FL 32256, USA",35184 sqft total space,8500 sqft colocation space,1.39 MW total power,0 colocation products,18.02 miles to nearest airport
479,https://datacenters.com/amazon-aws-41992-john-mosby-highway,Amazon AWS: 41992 John Mosby Highway,"41992 John Mosby Hwy, Aldie, VA 20105, USA",0 colocation products,4.98 miles to nearest airport,,,
480,https://datacenters.com/hivelocity-atl2-atlanta,Hivelocity: ATL2 Atlanta Data Center,"250 Williams Street Northwest, Atlanta, GA, USA",0 colocation products,8.08 miles to nearest airport,,,
481,https://datacenters.com/digital-realty-silicon-valley-sjc29,Digital Realty: Silicon Valley SJC29 Data Center,"1725 Comstock Street, Santa Clara, CA, USA",39643 sqft total space,39643 sqft colocation space,6.2 MW total power,0 colocation products,1.2 miles to nearest airport
482,https://datacenters.com/stack-infrastructure-chi01-chicago,Stack Infrastructure: CHI01 Chicago Data Center,"1441 Touhy Avenue, Elk Grove Village, IL, USA",221000 sqft total space,40 MW total power,0 colocation products,3.11 miles to nearest airport,
483,https://datacenters.com/qts-ashburn-moran,QTS Data Centers: Ashburn-Moran Data Center,"44874 Moran Road, Sterling, Virginia 20166, USA",87000 sqft total space,26820 sqft colocation space,6 MW total power,0 colocation products,3.11 miles to nearest airport
484,https://datacenters.com/xyvest-611-wilshire-blvd,Xyvest: 611 Wilshire Blvd Data Center,"611 Wilshire Boulevard, Los Angeles, CA, USA",0 colocation products,11.18 miles to nearest airport,,,
485,https://datacenters.com/vantage-ca1-santa-clara-campus,Vantage Data Centers: CA1 Santa Clara Data Center Campus,"2820 Northwestern Parkway, Santa Clara, CA, USA",335000 sqft total space,335000 sqft colocation space,75 MW total power,0 colocation products,2.49 miles to nearest airport
486,https://datacenters.com/iron-mountain-azs-1-scottsdale,Iron Mountain Data Centers: AZS - 1 - Scottsdale Data Center,"8521 East Princess Drive, Scottsdale, AZ, USA",121000 sqft total space,5.8 MW total power,0 colocation products,15.54 miles to nearest airport,
487,https://datacenters.com/digital-realty-northern-virginia-iad38,Digital Realty: Northern Virginia IAD38 Data Center,"44100 Digital Loudoun Plaza bldg j, Ashburn, VA 20147, USA",226015 sqft total space,214820 sqft colocation space,26.4 MW total power,0 colocation products,3.73 miles to nearest airport
488,https://datacenters.com/tierpoint-philadelphia,TierPoint: Philadelphia Data Center,"4775 League Island Boulevard, Philadelphia, PA 19112, USA",25700 sqft total space,11500 sqft colocation space,0 colocation products,3.73 miles to nearest airport,
489,https://datacenters.com/1547-critical-systems-realty-chwy1-cheyenne,1547 Critical Systems Realty: CHWY1 Cheyenne Data Center,"340 Progress Circle, Cheyenne, Wyoming, USA",42000 sqft total space,42000 sqft colocation space,5 MW total power,0 colocation products,87.62 miles to nearest airport
490,https://datacenters.com/databank-act1-waco,DataBank: ACT1 - Waco Data Center,"700 Austin Avenue, Waco, TX, USA",34000 sqft total space,14210 sqft colocation space,0.8 MW total power,0 colocation products,92.59 miles to nearest airport
491,https://datacenters.com/365-na1-nashville,365 Data Centers: NA1 Nashville Data Center,"147 4th Avenue North, Nashville, TN, USA",19656 sqft colocation space,1.33 MW total power,0 colocation products,5.6 miles to nearest airport,
492,https://datacenters.com/digital-realty-silicon-valley-oak10,Digital Realty: Silicon Valley OAK10 Data Center,"720 2nd Street, Oakland, CA, USA",122000 sqft total space,121220 sqft colocation space,14.5 MW total power,0 colocation products,13.0 miles to nearest airport
493,https://datacenters.com/dsm-winter-haven,DSM: Winter Haven Data Center,"200 Avenue B Northwest, Winter Haven, FL, USA",33000 sqft total space,33000 sqft colocation space,0 colocation products,37.91 miles to nearest airport,
494,https://datacenters.com/flexential-philadelphia-collegeville,Flexential: Philadelphia - Collegeville Data Center,"101 Troutman Road, Collegeville, PA, USA",203703 sqft total space,203703 sqft colocation space,7.2 MW total power,0 colocation products,
495,https://datacenters.com/evocative-dallas-dal1,Evocative: Dallas Data Center (DAL1),"2800 Summit Avenue, Plano, TX, USA",300000 sqft total space,30 MW total power,0 colocation products,21.75 miles to nearest airport,
496,https://datacenters.com/digital-realty-atlanta-atl11,Digital Realty: Atlanta ATL11 Data Center,"101 Aquila Way, Austell, GA 30168, USA",313000 sqft total space,28.8 MW total power,0 colocation products,11.19 miles to nearest airport,
497,https://datacenters.com/cologix-jax2-jacksonville,Cologix: JAX2 Jacksonville Data Center,"4800 Spring Park Road, Jacksonville, FL, USA",125000 sqft total space,125000 sqft colocation space,0 colocation products,15.54 miles to nearest airport,
498,https://datacenters.com/cologix-nnj2-new-jersey,Cologix: NNJ2 New Jersey Data Center,"9 Wing Drive, Cedar Knolls, NJ, USA",50000 sqft total space,50000 sqft colocation space,0 colocation products,16.78 miles to nearest airport,
499,https://datacenters.com/meta-inc-temple,"Meta, Inc.: Temple Data Center","Northwest H K Dodgen Loop & Industrial Blvd, Temple, TX 76502, USA",0 colocation products,2.56 miles to nearest airport,,,
500,https://datacenters.com/flexential-fort-lauderdale,Flexential: Fort Lauderdale Data Center,"5301 Northwest 33rd Avenue, Fort Lauderdale, FL, USA",64164 sqft total space,22000 sqft colocation space,3.15 MW total power,0 colocation products,8.7 miles to nearest airport
501,https://datacenters.com/qts-santa-clara,QTS Data Centers: Santa Clara Data Center,"2807 Mission College Boulevard, Santa Clara, CA, USA",135000 sqft total space,80000 sqft colocation space,7.5 MW total power,0 colocation products,3.11 miles to nearest airport
502,https://datacenters.com/tierpoint-kansas-city-lenexa,TierPoint: Kansas City - Lenexa Data Center,"14500 West 105th Street, Lenexa, KS, USA",58000 sqft total space,11000 sqft colocation space,0 colocation products,24.24 miles to nearest airport,
503,https://datacenters.com/365-dt1-detroit,365 Data Centers: DT1 Detroit Data Center,"24660 Lahser Road, Southfield, MI, USA",12000 sqft total space,.8 MW total power,0 colocation products,18.02 miles to nearest airport,
504,https://datacenters.com/deft-a-summit-company-elk-grove-village-il,"Deft, a Summit company: Elk Grove Village, IL Data Center","2200 Busse Road, Elk Grove Village, IL, USA",485000 sqft total space,275000 sqft colocation space,36.4 MW total power,0 colocation products,2.89 miles to nearest airport
505,https://datacenters.com/365-pa1-philadelphia,365 Data Centers: PA1 Philadelphia Data Center,"1500 Spring Garden Street, Philadelphia, PA, USA",135083 sqft total space,70650 sqft colocation space,10 MW total power,0 colocation products,6.84 miles to nearest airport
506,https://datacenters.com/amazon-aws-8190-bethlehem,Amazon AWS: 8190 Bethlehem,"8190 Bethlehem Rd, Manassas, VA 20109, USA",147530 sqft total space,0 colocation products,11.81 miles to nearest airport,,
507,https://datacenters.com/365-ch6-chicago,365 Data Centers: CH6 Chicago Data Center,"427 South LaSalle Street, Chicago, IL, USA",10000 sqft total space,1.72 MW total power,0 colocation products,15.54 miles to nearest airport,
508,https://datacenters.com/meta-inc-kansas-city,"Meta, Inc.: Kansas City Data Center","801 NW 128 St, Kansas City, Missouri 64165, USA",0 colocation products,6.47 miles to nearest airport,,,
509,https://datacenters.com/lumen-orlando-1,Lumen: Orlando 1 Data Center,"380 South Lake Destiny Drive, Orlando, FL, USA",35000 sqft total space,4192 sqft colocation space,0 colocation products,13.68 miles to nearest airport,
510,https://datacenters.com/netrality-717-south-wells-chicago,Netrality Data Centers: 717 South Wells Chicago Data Center,"717 South Wells Street, Chicago, IL, USA",100000 sqft total space,26100 sqft colocation space,5.7 MW total power,0 colocation products,15.54 miles to nearest airport
511,https://datacenters.com/segra-charlotte-one-2,Segra: Charlotte One Data Center,"3100 International Airport Drive, Charlotte, NC, USA",7800 sqft total space,5000 sqft colocation space,.5 MW total power,0 colocation products,1.87 miles to nearest airport
512,https://datacenters.com/lumen-minnetonka-1,Lumen: Minnetonka 1 Data Center,"5510 Feltl Road, Hopkins, MN, USA",12000 sqft total space,12000 sqft colocation space,0 colocation products,9.95 miles to nearest airport,
513,https://datacenters.com/lumen-oklahoma-city-1,Lumen: Oklahoma City 1 Data Center,"201 East Robert S Kerr Boulevard, Wynnewood, OK, USA",7445 sqft total space,919 sqft colocation space,0 colocation products,120.55 miles to nearest airport,
514,https://datacenters.com/amazon-aws-22900-platform-plz,Amazon AWS: 22900 Platform Plz,"22900 Platform Plz, Dulles, VA 20166, USA",0 colocation products,3.11 miles to nearest airport,,,
515,https://datacenters.com/evocative-redondo-beach-lax14,Evocative: Redondo Beach Data Center (LAX14),"3690 Redondo Beach Avenue, Redondo Beach, CA 90278, USA",104000 sqft total space,24345 sqft colocation space,7.5 MW total power,0 colocation products,6.6 miles to nearest airport
516,https://datacenters.com/flexential-tampa-north,Flexential: Tampa - North Data Center,"8350 Parkedge Dr, Tampa, FL 33637, USA",60166 sqft total space,60166 sqft colocation space,3 MW total power,0 colocation products,11.81 miles to nearest airport
517,https://datacenters.com/lumen-los-angeles,Lumen: Los Angeles Data Center,"818 W 7th St, Los Angeles, CA, USA",75031 sqft total space,33430 sqft colocation space,0 colocation products,11.2 miles to nearest airport,
518,https://datacenters.com/element-critical-chicago-two,Element Critical: Chicago Two Data Center,"341 Haynes Dr, Wood Dale, IL, USA",45000 sqft total space,26000 sqft colocation space,5 MW total power,0 colocation products,3.11 miles to nearest airport
519,https://datacenters.com/databank-slc1-downtown-salt-lake-city,DataBank: SLC1 Downtown Salt Lake City Data Center,"179 Social Hall Ave, Salt Lake City, UT 84111, USA",16000 sqft total space,10610 sqft colocation space,.5 MW total power,0 colocation products,4.98 miles to nearest airport
520,https://datacenters.com/tpx-communications-dallas,TPx Communications: Dallas Data Center,"717 North Harwood Street, Dallas, TX, USA",0 colocation products,19.27 miles to nearest airport,,,
521,https://datacenters.com/cyrusone-cin4-cincinnati-hamilton,CyrusOne: CIN4 Cincinnati Hamilton Data Center,"103 Knightsbridge Drive, Hamilton, OH, USA",83000 sqft total space,83000 sqft colocation space,9.5 MW total power,0 colocation products,23.62 miles to nearest airport
522,https://datacenters.com/digital-realty-silicon-valley-sjc11,Digital Realty: Silicon Valley SJC11 Data Center,"3011 Lafayette Street, Santa Clara, CA, USA",90800 sqft total space,9 MW total power,0 colocation products,1.2 miles to nearest airport,
523,https://datacenters.com/lumen-tulsa-1,Lumen: Tulsa 1 Data Center,"18 West Archer Street, Tulsa, OK, USA",10000 sqft total space,1600 sqft colocation space,0 colocation products,6.22 miles to nearest airport,
524,https://datacenters.com/lumen-kansas-city-2-2,Lumen: Kansas City 2 Data Center,"1212 East 19th Street, Kansas City, MO, USA",50000 sqft total space,13000 sqft colocation space,0 colocation products,16.16 miles to nearest airport,
525,https://datacenters.com/equinix-mi2-miami,Equinix: MI2 Miami Data Center,"36 Northeast 2nd Street, Miami, FL, USA",17545 sqft total space,10942 sqft colocation space,0.3 MW total power,0 colocation products,5.6 miles to nearest airport
526,https://datacenters.com/evocative-emeryville-oak1,Evocative: Emeryville Data Center (OAK1),"1400 65th Street, Emeryville, CA, USA",15042 sqft total space,15042 sqft colocation space,0 colocation products,16.16 miles to nearest airport,
527,https://datacenters.com/flexential-charlotte-north,Flexential: Charlotte - North Data Center,"10105 David Taylor Drive, Charlotte, NC, USA",62589 sqft total space,10000 sqft colocation space,3.3 MW total power,0 colocation products,12.43 miles to nearest airport
528,https://datacenters.com/cyrusone-nva5-northern-virginia-sterling,CyrusOne: NVA5 Northern Virginia Sterling Data Center,"21350 Pacific Blvd, Sterling, VA, USA",90000 sqft total space,105 MW total power,0 colocation products,5.6 miles to nearest airport,
529,https://datacenters.com/liquid-web-lansing,Liquid Web: Lansing Data Center,"4210 Creyts Road, Lansing, MI, USA",32000 sqft total space,13.5 MW total power,0 colocation products,73.33 miles to nearest airport,
530,https://datacenters.com/flexential-portland-hillsboro-1,Flexential: Portland - Hillsboro 1 Data Center,"3935 NE Aloclek Dr, Hillsboro, OR 97124, USA",85388 sqft total space,138000 sqft colocation space,5.30 MW total power,0 colocation products,14.3 miles to nearest airport
531,https://datacenters.com/quonix-philadelphia-locust-st,Quonix: Philadelphia - Locust St,"2401 Locust Street, Philadelphia, PA, USA",4000 sqft total space,0 colocation products,5.6 miles to nearest airport,,
532,https://datacenters.com/equinix-at2-atlanta-ibx,Equinix: AT2 Atlanta IBX Data Center,"56 Marietta Street NorthWest, Atlanta, GA, USA",14003 sqft total space,6479 sqft colocation space,.9 MW total power,0 colocation products,8.08 miles to nearest airport
533,https://datacenters.com/amazon-aws-iad78-44862-interconnection-plaza,Amazon AWS: IAD78 44862 Interconnection Plaza,"44862 Interconnection Plz, Ashburn, VA 20147, USA",142000 sqft total space,0 colocation products,5.6 miles to nearest airport,,
534,https://datacenters.com/tierpoint-baltimore,TierPoint: Baltimore Data Center,"1401 Russell Street, Baltimore, MD, USA",28000 sqft total space,14000 sqft colocation space,0 colocation products,6.84 miles to nearest airport,
535,https://datacenters.com/t5-atlanta-iii,T5 Data Centers: @Atlanta III Data Center,"1546 Trae Lane, Lithia Springs, GA, USA",19.8 MW total power,0 colocation products,13.05 miles to nearest airport,,
